coordinate,copynumber
73100000,-0.24003635
73150000,-0.369940884
73200000,-0.474784935
73250000,-0.364278735
73300000,-0.504544017
73350000,-0.475227474
73400000,-0.533904786
73450000,-0.555061168
73500000,-0.376244375
73600000,-0.554023053
73650000,-0.554108433
73700000,-0.426052462
73750000,-0.507722632
73800000,-0.420290669
73850000,-0.559693528
73900000,-0.395344105
73950000,-0.517044196
74000000,-0.467762307
74050000,-0.479335351
74100000,-0.433426971
74150000,-0.626695731
74200000,-0.48085038
74250000,-0.465702907
74300000,-0.695771331
74350000,-0.442165333
74400000,-0.634327283
74450000,-0.76142298
74500000,-0.522504804
74550000,-0.377319045
74600000,-0.439609642
74650000,-0.405041839
74700000,-0.708230626
74750000,-0.291323689
74800000,-0.619424338
74850000,-0.362950506
74900000,-0.556071049
74950000,-0.314482894
75000000,-0.590206529
75050000,-0.437513205
75100000,-0.353503255
75150000,-0.15954062
75200000,-0.477679586
75250000,-0.475904916
75300000,-0.505357437
75350000,-0.374443565
75400000,0.201267835
75450000,0.829695645
75500000,0.924548805
75550000,0.962996519
75600000,0.978871249
75650000,0.986697768
75700000,0.954847273
75750000,0.929957367
75800000,0.920216164
75850000,0.997296011
75900000,0.958296019
75950000,0.950477924
76000000,0.964526281
76050000,0.856902885
76100000,0.964071395
76150000,0.972531015
76200000,0.953589442
76250000,0.862975698
76300000,1.012642537
76350000,0.862998019
76400000,0.87925433
76450000,0.821881087
76500000,0.676497049
76550000,0.485421751
76600000,0.67379869
76650000,0.828872813
76700000,0.763337543
76750000,0.926803387
76800000,0.725558051
76850000,0.54328892
76900000,0.768443047
76950000,0.773693192
77000000,0.844709229
77050000,0.711172001
77100000,0.570553922
77150000,0.786036743
77200000,0.676652368
77250000,0.788154036
77300000,0.277862198
77350000,0.55630861
77400000,0.45188766
77450000,0.30703258
77500000,0.180010372
77550000,0.215469145
77600000,0.279111813
77650000,0.375462616
77700000,0.345314609
77750000,0.532623739
77800000,0.361426487
77850000,0.360582618
77900000,0.421992092
77950000,0.535669036
78000000,0.282274315
78050000,0.452724499
78100000,0.383621171
78150000,0.429938136
78200000,0.438038584
78250000,0.425155384
78300000,0.439350975
78350000,0.428196833
78400000,0.397913155
78450000,0.398526247
78500000,0.455058329
78550000,0.470721201
78600000,0.340918798
78650000,0.529873366
78700000,0.138007366
78750000,0.443849217
78800000,0.286119512
78850000,0.383537323
78900000,0.481416381
78950000,0.504419656
79000000,0.494865349
79050000,0.40335273
79100000,0.384490047
79150000,0.339634537
79200000,0.357786883
79250000,0.344507202
79300000,0.447955607
79350000,0.241266859
79400000,0.356000556
79450000,0.251593737
79500000,0.2912679
79550000,0.286657361
79600000,0.282220922
79650000,0.475032544
79700000,0.403252855
79750000,0.504618935
79800000,0.305088014
79850000,0.41414363
79900000,0.290215885
79950000,0.371626396
80000000,0.368206595
80050000,0.365912745
80100000,0.162622462
80150000,0.35658167
80200000,0.210556939
80250000,0.196562261
80300000,0.368083855
80350000,0.371021611
80400000,0.425869062
80450000,0.360812593
80500000,0.266212396
80550000,0.349583659
80600000,0.357753458
80650000,0.384225669
80700000,0.314576019
80750000,0.318826146
80800000,0.277496894
80850000,0.466413835
80900000,0.266394868
80950000,0.472426624
81000000,0.445990764
81050000,0.351141282
81100000,0.319084393
81150000,0.230688351
81200000,0.175881687
81250000,0.332822626
81300000,0.458594351
81350000,0.154285967
81400000,0.561630902
81450000,0.393135371
81500000,0.415633996
81550000,0.419903438
81650000,0.486127535
81700000,0.327105328
81750000,0.492303764
81800000,0.381261271
81850000,0.498227676
81900000,0.335104373
81950000,0.401532262
82000000,0.319106939
82050000,0.187773332
82100000,0.38418658
82150000,0.197665224
82200000,0.28149163
82250000,0.298949653
82300000,0.423189261
82350000,0.433670097
82400000,0.335123656
82450000,0.447596359
82500000,0.437485374
82550000,0.427151285
82600000,0.236717978
82650000,0.505104195
82700000,0.522001657
82750000,0.444381931
82800000,0.496284487
82850000,0.420756664
82900000,0.441333618
82950000,0.399222849
83000000,0.338661596
83050000,0.448684968
83100000,0.317819563
83150000,0.509787056
83200000,0.29096045
83250000,0.406068931
83300000,0.415336444
83350000,0.29046702
83400000,0.507252872
83500000,0.497571393
83550000,0.378267476
83600000,0.400221131
83650000,0.48245259
83700000,0.41580388
83750000,0.379604901
83800000,0.325856985
83850000,0.443915257
83900000,0.405499042
83950000,0.453449904
84000000,0.521172182
84050000,0.310371773
84100000,0.19411798
84150000,0.364450095
84200000,0.053548904
84250000,0.369740972
84300000,0.302702638
84350000,0.430559486
84400000,0.302027133
84450000,0.18430845
84500000,0.322773571
84550000,0.228530973
84600000,0.259214453
84650000,0.306025276
84700000,0.280473271
84750000,0.335517847
84800000,0.388082569
84850000,0.39779136
84900000,0.301392799
84950000,0.384447459
85000000,0.404007181
85050000,0.284643118
85100000,0.29952103
85150000,0.278271563
85200000,0.381015539
85250000,0.303950873
85300000,0.333838717
85350000,0.250027551
85400000,0.467599632
85450000,0.464440682
85500000,0.494292382
85550000,0.380867316
85600000,0.362002515
85650000,0.49944747
85700000,0.524324147
85750000,0.339764637
85800000,0.419021432
85850000,0.294919161
85900000,0.390907432
85950000,0.321722867
86000000,0.326344632
86050000,0.300602387
86100000,0.375630543
86150000,0.482815958
86200000,0.366490496
86250000,0.35545832
86300000,0.411836596
86350000,0.257432775
86400000,0.423503014
86450000,0.384417312
86500000,0.368429866
86600000,0.406801078
86650000,0.533799773
86700000,0.288626977
86750000,0.348725605
86800000,0.316575156
86900000,-0.092938307
86950000,0.413355035
87000000,0.344805289
87050000,0.515903141
87100000,0.382643989
87150000,0.416026726
87200000,0.317538106
87250000,0.175572351
87300000,0.379909245
87350000,0.287430393
87400000,0.439256898
87450000,0.447965976
87500000,0.533944768
87550000,0.351423959
87600000,0.425310985
87650000,0.609598459
87700000,0.508329743
87750000,0.483324442
87900000,0.42535682
87950000,0.301086973
88000000,0.373372972
88050000,0.315308306
88100000,0.255169324
88150000,0.378336996
88200000,0.467692366
88250000,0.415408468
88300000,0.326848725
88350000,0.563804911
88400000,0.293635543
88450000,0.524324147
88500000,0.396195392
88550000,0.478745241
88600000,0.389070676
88650000,0.458373026
88700000,0.481066253
88750000,0.462668928
88800000,0.464055867
88850000,0.544223175
89200000,0.255297203
89250000,0.400800471
89450000,0.978422497
89500000,0.950933918
89550000,0.773179782
90150000,0.956175961
90200000,1.041042726
90250000,0.843317916
90300000,1.096906154
90350000,0.876671141
90400000,1.051985131
90450000,0.992238828
90500000,0.889048011
90550000,0.944092878
90600000,0.989164228
90650000,0.952461789
90700000,1.005845033
90750000,0.850446057
90800000,0.990755537
90850000,0.756218012
90900000,0.846475662
90950000,0.998914558
91000000,0.874536318
91050000,1.129909991
91100000,0.808591982
91150000,1.017059148
91200000,0.802248036
91250000,0.989491016
91300000,1.002043818
91350000,0.888577427
91400000,0.872798927
91450000,0.320473966
91500000,0.30370985
91550000,0.358021854
91600000,0.559645427
91650000,0.209278897
91700000,0.314412214
91750000,0.400236758
91800000,0.320849985
91850000,0.347701263
91900000,-0.106478813
91950000,-0.748465335
92000000,-0.726480182
92050000,-0.698384287
92100000,-0.229936869
92150000,-0.304755539
92200000,-0.721139611
92250000,-0.874982566
92300000,-0.57507034
92350000,-0.662501116
92400000,-0.72347404
92450000,-0.584413705
92500000,-0.540223141
92550000,-0.631843308
92600000,-0.493373569
92650000,-0.417999022
92700000,-0.335289415
92750000,-0.407791731
92800000,-0.537401207
92850000,-0.500220794
92900000,-0.433106598
92950000,-0.504061768
93000000,-0.283036633
93050000,-0.525304947
93100000,-0.503475812
93150000,-0.537805802
93200000,-0.515434786
93250000,-0.446110558
93300000,-0.456094647
93350000,-0.416319961
93400000,-0.407513597
93500000,-0.29859265
93550000,-0.214434239
93600000,-0.21702835
93650000,-0.580978568
93700000,-0.434335031
93750000,-0.399914614
93800000,-0.547315489
93850000,-0.616365034
93900000,-0.229190331
93950000,-0.577591213
94000000,-0.23321184
94050000,-0.387630365
94100000,-0.341118429
94150000,-0.427137526
94200000,-0.356205027
94250000,-0.166515715
94300000,-0.25236472
94350000,-0.431588703
94450000,-0.241512739
94500000,-0.412115661
94550000,-0.308673445
94600000,-0.502324891
94650000,-0.367042863
94700000,-0.3991517
94750000,-0.282178078
94800000,-0.469541028
94850000,-0.301115904
94900000,-0.321543952
94950000,-0.373241327
95000000,-0.34351801
95050000,-0.360958935
95100000,-0.264556349
95150000,-0.371933167
95200000,-0.362377037
95250000,-0.611917431
95300000,-0.237485444
95350000,-0.566547671
95400000,-0.32570564
95450000,-0.472348302
95500000,-0.40380915
95550000,-0.407410446
95600000,-0.410042996
95650000,-0.39912712
95700000,-0.404240526
95750000,-0.600139923
95800000,-0.459832852
95850000,-0.400785142
95900000,-0.500828341
95950000,-0.696078602
96000000,-0.357221921
96050000,-0.46179414
96100000,-0.399829667
96150000,-0.520185003
96200000,-0.63316533
96250000,-0.337172656
96300000,-0.476272529
96350000,-0.617073135
96400000,-0.432927556
96450000,-0.449905937
96500000,-0.510558677
96550000,-0.366062863
96600000,-0.257099661
96650000,-0.423485137
96700000,-0.345374987
96750000,-0.305504163
96800000,-0.473246557
96850000,-0.414590749
96900000,-0.58718102
96950000,-0.451973576
97000000,-0.27330902
97050000,-0.199863195
97100000,-0.330840027
97150000,-0.36093788
97200000,-0.565096723
97250000,-0.336417801
97300000,-0.448468406
97350000,-0.300260805
97400000,-0.372386014
97450000,-0.261477561
97500000,-0.50969597
97550000,-0.483884991
97600000,-0.376529844
97650000,-0.347465162
97700000,-0.233132487
97750000,-0.633308603
97800000,-0.443007686
97850000,-0.600408904
97900000,-0.198862058
97950000,-0.610690883
98000000,-0.230079499
98050000,-0.213450268
98100000,-0.547085347
98150000,-0.494281391
98200000,-0.530406605
98250000,-0.625449909
98300000,-0.452522046
98350000,-0.66153977
98400000,-0.514862421
98450000,-0.349298753
98500000,-0.402131572
98550000,-0.327568064
98600000,-0.43183047
98650000,-0.731346814
98700000,-0.486850239
98750000,-0.59378367
98800000,-0.436785459
98850000,-0.552124703
98900000,-0.336994703
98950000,-0.523437721
99000000,-0.217091527
99050000,-0.497307963
99100000,-0.662573271
99150000,-0.296713539
99200000,-0.318541386
99250000,-0.41560368
99300000,-0.235432273
99350000,-0.55432038
99400000,-0.403175646
99450000,-0.505713942
99500000,-0.238197907
99550000,-0.188873812
99600000,-0.323169715
99650000,-0.780673463
99700000,-0.637845253
99750000,-0.30398229
99800000,-0.233152736
99850000,-0.446965759
99900000,-0.504178965
99950000,-0.350953791
100000000,-0.378978893
100050000,-0.373860362
100100000,-0.474379251
100150000,-0.47777365
100200000,-0.413480655
100250000,-0.249704053
100300000,-0.345204756
100350000,-0.595212093
100400000,-0.614497057
100450000,-0.371703683
100550000,-0.353780898
100600000,-0.527206153
100650000,-0.35455662
100700000,-0.42450765
100750000,-0.558387202
100800000,-0.360810583
100850000,-0.591025383
100900000,-0.455072938
100950000,-0.534948903
101000000,-0.473438853
101050000,-0.528787571
101100000,-0.327423193
101150000,-0.500132454
101200000,-0.611917431
101250000,-0.262984142
101300000,-0.615417245
101350000,-0.353369815
101400000,-0.311506283
101450000,-0.471922068
101500000,-0.451262946
101550000,-0.162028196
101600000,-0.001557566
101650000,-0.140012986
101700000,0.118922816
101750000,0.146439901
101800000,0.27484716
101850000,0.284317781
101950000,0.233419489
102000000,0.249176772
102050000,0.256350408
102100000,0.321349047
102150000,0.157611243
102200000,0.633433048
102250000,0.353704711
102300000,0.432717288
102350000,0.378445558
102400000,0.253290608
102450000,0.539864906
102500000,0.326013844
102550000,0.486044974
102600000,0.466238678
102650000,0.420159514
102700000,0.547268416
102750000,0.52672664
102800000,0.488553235
102850000,0.529962091
102900000,0.345734673
102950000,0.481411428
103000000,0.487333614
103050000,0.450534507
103100000,0.335634884
103150000,0.502677161
103200000,0.493941742
103250000,0.382079644
103350000,-0.318433446
103400000,-0.477864383
103500000,-0.433713865
103550000,-0.541375588
103600000,-0.681854952
103650000,-0.341118429
103700000,-0.565910431
103750000,-0.587474421
103800000,-0.479469747
103850000,-0.524485693
103900000,-0.760520196
103950000,-0.617334764
104000000,-0.624522658
104050000,-0.481021534
104100000,-0.701050347
104150000,-0.573247702
104200000,-0.489148937
104250000,-0.486850239
104300000,-0.512466603
104350000,-0.442522777
104400000,-0.536433447
104450000,-0.700871835
104500000,-0.60220864
104550000,-0.567857136
104600000,-0.352757207
104650000,-0.54324853
104700000,-0.514033368
104750000,-0.502631935
104800000,-0.415601588
104850000,-0.685852925
104900000,-0.651882675
104950000,-0.550250758
105000000,-0.423589648
105050000,-0.696482951
105100000,-0.726800652
105150000,-0.574014011
105200000,-0.605663843
105250000,-0.683431578
105300000,-0.550527625
105350000,-0.603024512
105400000,-0.811741701
105450000,-0.583405656
105500000,-0.683177161
105550000,-0.573938615
105600000,-0.337929622
105650000,-0.626833563
105700000,-0.654958917
105750000,-0.626123385
105800000,-0.431198443
105850000,-0.527091204
105900000,-0.316907948
105950000,-0.587216263
106000000,-0.562507285
106050000,-0.37172149
106100000,-0.460040058
106150000,-0.529899445
106200000,-0.364577401
106250000,-0.542219503
106300000,-0.516751796
106350000,-0.470722175
106400000,-0.461788087
106450000,-0.427309683
106500000,-0.428337911
106550000,-0.416290229
106600000,-0.413535983
106650000,-0.78628112
106700000,-0.496231805
106750000,-0.695800415
106800000,-0.534034931
106850000,-0.427575073
106900000,-0.572353779
106950000,-0.473065918
107000000,-0.453673143
107050000,-0.53733247
107100000,-0.394761184
107150000,-0.449251894
107200000,-0.636183874
107250000,0.32168366
107300000,0.385836645
107350000,0.070784625
107400000,-0.613446314
107450000,-0.579565539
107500000,-0.533067263
107550000,-0.554069558
107600000,-0.93051951
107650000,-0.727838822
107700000,-0.670865123
107750000,-0.441144305
107800000,-0.535505704
107850000,-0.539959613
107900000,-0.807798229
107950000,-0.594460728
108000000,-0.464082426
108050000,-0.735018659
108100000,-0.707914774
108150000,-0.541525181
108200000,-0.380678395
108250000,-0.837975109
108300000,-0.704536514
108350000,-0.646804771
108500000,-0.468676957
108550000,-0.744454278
108600000,-0.641360785
108650000,-0.536424063
108700000,-0.686018646
108750000,-0.431222502
108800000,-0.348420985
108850000,-0.16560847
108900000,-0.528419937
108950000,-0.706980901
109000000,-0.475931438
109050000,-0.650754655
109100000,-0.843306908
109150000,-0.542220416
109200000,-0.576377223
109250000,-0.400780506
109300000,-0.342091148
109350000,-0.769616129
109400000,-0.627310976
109450000,-0.580470559
109500000,-0.564824148
109550000,-0.676628702
109600000,-0.582694514
109650000,-0.218429045
109700000,-0.681563331
109750000,-0.613480234
109800000,-0.609425592
109850000,-0.317814823
109900000,-0.509045441
109950000,-0.237744754
110000000,-0.526044917
110050000,-0.515739909
110100000,-0.419349676
110150000,-0.529515017
110200000,-0.568306257
110250000,-0.610114351
110300000,-0.503715513
110350000,-0.493939139
110400000,-0.67666728
110450000,-0.378352552
110500000,-0.46034167
110550000,-0.378838172
110600000,-0.450006905
110650000,-0.435572795
110700000,-0.456946252
110750000,-0.421218761
110800000,-0.565323716
110850000,-0.589470298
110950000,-0.420716526
111000000,-0.494493318
111050000,-0.616493984
111100000,-0.299178862
111150000,-0.547005379
111200000,-0.534948199
111250000,-0.519335747
111300000,-0.698074132
111350000,-0.602273346
111400000,-0.390666144
111450000,-0.401027934
111500000,-0.417588948
111550000,-0.381093104
111600000,-0.516047014
111650000,-0.307238312
111700000,-0.431262794
111750000,-0.697578787
111800000,-0.332250837
111850000,-0.512556813
111900000,-0.416566271
111950000,-0.465735708
112000000,-0.386321499
112050000,-0.636748075
112100000,-0.499868918
112150000,-0.573430643
112200000,-0.710352238
112250000,-0.4446798
112300000,-0.574185355
112350000,-0.740546087
112400000,-0.405974302
112450000,-0.467074043
112500000,-0.617744097
112550000,-0.312657747
112600000,-0.455338993
112650000,-0.772005591
112700000,-0.733196864
112750000,-0.610920381
112800000,-0.604958206
112850000,-0.476923154
112900000,-0.570348429
112950000,-0.517537461
113000000,-0.490318401
113050000,-0.52492836
113100000,-0.401545945
113150000,-0.464577066
113200000,-0.568933883
113250000,-0.587529394
113300000,-0.597170893
113350000,-0.622368979
113400000,-0.447526613
113450000,-0.336279925
113500000,-0.575282361
113550000,-0.56118408
113600000,-0.576238426
113650000,-0.690866385
113700000,-0.526617423
113750000,-0.155810289
113800000,-0.573310698
113850000,-0.467890598
113900000,-0.53466864
113950000,-0.434469807
114000000,-0.346565178
114100000,-0.385019989
114150000,-0.504322926
114200000,-0.549649227
114250000,-0.660908606
114300000,-0.372450845
114350000,-0.490956033
114400000,-0.71352829
114450000,-0.72220129
114500000,-0.364560645
114550000,-0.742265024
114600000,-0.498535274
114650000,-0.769213728
114700000,-0.474137245
114750000,-0.568914681
114800000,-0.410341973
114850000,-0.684344317
114900000,-0.703829648
114950000,-0.437750596
115000000,-0.53027099
115050000,-0.452429332
115100000,-0.138602856
115150000,-0.128512617
115200000,-0.046441152
115250000,-0.117239543
115300000,-0.200010739
115350000,-0.267963353
115400000,-0.002994068
115450000,0.055031367
115500000,0.033551639
115550000,-0.128371669
115600000,-0.028347369
115650000,-0.374991029
115700000,-0.206965246
115750000,-0.322360131
115800000,-0.009501075
115850000,0.03235602
115900000,0.003005085
115950000,-0.103730098
116000000,-0.164838322
116050000,-0.156897913
116100000,-0.162084851
116150000,-0.113687623
116200000,-0.078720878
116250000,0.042100416
116300000,-0.102457866
116350000,-0.076758775
116400000,0.051651899
116450000,0.192168256
116500000,-0.035863841
116550000,-0.170410789
116600000,-0.14371499
116650000,-0.078228384
116700000,-0.033823256
116750000,-0.130218919
116800000,-0.06338528
116850000,-0.159622071
116900000,-0.017429591
116950000,-0.158414098
117000000,-0.106383395
117050000,-0.243278218
117100000,-0.200323947
117150000,-0.2473516
117200000,0.123525008
117250000,-0.075809986
117300000,-0.167079225
117350000,-0.115002195
117400000,-0.130366578
117450000,0.013238022
117500000,-0.052153247
117550000,-0.134961576
117600000,-0.018311744
117650000,-0.044330852
117700000,-0.098539491
117750000,-0.080772848
117800000,-0.120254009
117850000,-0.071374802
117900000,0.0208517
117950000,-0.096857104
118000000,-0.050709872
118050000,0.01323669
118100000,0.070481616
118150000,-0.046862296
118200000,0.083955366
118250000,-0.046365095
118300000,0.007124529
118350000,-0.165472019
118400000,-0.039848425
118450000,-0.040567186
118500000,0.114748445
118550000,-0.072751116
118600000,0.035537308
118650000,0.057683502
118700000,0.152899301
118800000,-0.056319716
118850000,0.044925508
118900000,0.032499381
118950000,-0.063962087
119000000,-0.172938319
119050000,0.066597829
119100000,-0.005889448
119150000,0.017105871
119200000,0.00756802
119250000,0.190606704
119300000,-0.124531123
119350000,-0.02904818
119400000,-0.239590376
119450000,-0.09488311
119500000,-0.136788581
119550000,-0.284521577
119600000,-0.132830127
119650000,-0.065024239
119700000,-0.059573752
119750000,0.04055448
119800000,-0.059863191
119850000,-0.01383195
119900000,-0.156540356
119950000,-0.201041889
120000000,0.007051366
120050000,-0.131151393
120100000,-0.129472743
120150000,-0.093563055
120200000,-0.097338361
120250000,-0.152741837
120300000,-0.067146908
120350000,-0.21647351
120400000,-0.035116083
120450000,-0.106883352
120500000,-0.117237304
120550000,-0.165372409
120600000,-0.08550727
120650000,-0.027701328
120700000,-0.194648768
120750000,-0.04719181
120800000,-0.198389684
120850000,-0.121746101
120900000,-0.079336694
120950000,-0.171737046
121000000,-0.053784019
121050000,-0.264171748
121100000,0.065652482
121150000,-0.089187877
121200000,-0.113713114
121250000,0.006017264
121300000,-0.143841113
121350000,-0.128108652
121400000,0.038437799
121450000,0.008012149
121500000,-0.016861898
121550000,0.123925817
121600000,-0.051495668
121650000,0.114180483
121700000,-0.202981165
121750000,-0.060397482
121800000,-0.122655821
121850000,-0.1196255
121900000,-0.07548035
121950000,-0.012724416
122000000,-0.009696184
122050000,-0.149215891
122100000,0.067146048
122150000,0.022842624
122200000,0.050014301
122250000,-0.033848659
122300000,-0.047992354
122350000,0.090469183
122400000,-0.17209059
122450000,-0.193916906
122500000,-0.109777496
122550000,0.05522675
122600000,-0.080879219
122650000,0.015629228
122700000,-0.159207767
122750000,0.087559932
122800000,-0.152598608
122850000,-0.019879465
122900000,-0.065640436
122950000,-0.054731199
123000000,-0.241216457
123100000,-0.162976266
123200000,-0.045877307
123250000,-0.026760467
123300000,0.014727061
123350000,-0.110770772
123400000,-0.238663686
123450000,-0.106261542
123500000,0.049346984
123550000,-0.151575995
123600000,-0.141944842
123650000,-0.082245018
123700000,-0.163389379
123750000,0.074323063
123800000,-0.02221968
123850000,-0.061008811
123900000,-0.117666771
123950000,0.07691707
124000000,-0.004496564
124050000,-0.209858557
124100000,0.000720247
124150000,-0.15376058
124200000,-0.02416073
124250000,-0.241981135
124300000,0.020568106
124350000,-0.095620951
124400000,-0.237188386
124450000,-0.245947023
124500000,-0.133296477
124550000,-0.014382041
124600000,0.010672291
124650000,0.141787002
124700000,0.002432927
124750000,-0.045877307
124800000,-0.043629575
124850000,-0.086536444
124900000,-0.15137971
124950000,-0.106524112
125000000,-0.057099349
125050000,-0.280531755
125100000,-0.128881567
125150000,-0.052463293
125200000,-0.132263973
125250000,-0.10438494
125300000,-0.039235621
125350000,-0.106752152
125400000,-0.09629411
125450000,-0.298811541
125500000,-0.143701012
125550000,-0.114397552
125600000,-0.017338801
125650000,-0.198639334
125700000,-0.021303879
125750000,-0.031722958
125800000,0.024575933
125850000,0.141661199
125900000,-0.200710066
125950000,0.124426603
126000000,0.008734152
126050000,-0.184653628
126100000,-0.112312734
126150000,-0.083854563
126200000,0.040107967
126250000,0.092679467
126300000,-0.047440124
126350000,-0.17025672
126400000,-0.063038237
126450000,-0.081890947
126500000,-0.218781881
126550000,-0.144723415
126600000,-0.068065333
126650000,-0.091888624
126700000,-0.309905132
126750000,-0.12936688
126800000,-0.132597796
126850000,-0.021713477
126900000,-0.261838897
126950000,-0.124686622
127000000,-0.10575913
127050000,-0.212647117
127100000,-0.008303078
127150000,0.00054658
127200000,-0.330788022
127250000,-0.10824876
127300000,-0.11244441
127350000,-0.323805833
127400000,-0.119525391
127450000,-0.43212106
127500000,0.016083062
127550000,-0.224098138
127600000,-0.010928463
127650000,-0.272637987
127700000,0.020623057
127750000,-0.149699938
127800000,-0.159820318
127850000,0.136825671
127900000,-0.239704767
127950000,-0.138979201
128000000,-0.030829112
128050000,-0.118741308
128100000,0.066912463
128150000,-0.228370076
128200000,-0.050585032
128250000,-0.00631004
128300000,0.080392388
128350000,-0.007270351
128400000,-0.346998929
128450000,-0.020809609
128500000,-0.084013315
128550000,-0.257113563
128600000,-0.072650875
128650000,-0.150681831
128700000,-0.146669127
128750000,0.155195412
128800000,0.021853444
128850000,-0.060726398
128900000,-0.111304354
128950000,-0.055391621
129000000,-0.173189089
129050000,0.049534213
129100000,0.004416537
129150000,0.063498271
129200000,-0.103267166
129250000,0.002548317
129300000,-0.111062344
129350000,-0.313937114
129400000,-0.251276492
129450000,-0.166254154
129500000,-0.026011995
129550000,0.163832122
129600000,-0.126362024
129650000,-0.059729349
129750000,0.006409174
129800000,0.082597815
129900000,-0.14103454
129950000,-0.017961688
130000000,-0.083010378
130050000,0.004586234
130100000,-0.075687037
130150000,-0.143555629
130200000,-0.308690073
130250000,-0.157517256
130300000,0.033278895
130350000,-0.070051737
130400000,-0.080135476
130450000,0.007211527
130500000,-0.198368281
130550000,0.115871602
130600000,-0.053906949
130650000,0.011195967
130700000,-0.261375183
130750000,-0.176925195
130800000,-0.051543568
130850000,-0.02450881
130900000,-0.08117459
130950000,0.006101141
131000000,0.09681246
131050000,-0.031508666
131100000,-0.230840969
131150000,0.084105314
131200000,-0.195722507
131250000,-0.216269811
131300000,-0.143775935
131350000,-0.221915017
131400000,-0.090088217
131450000,-0.095045206
131500000,-0.129329921
131550000,-0.183005614
131600000,-0.018896099
131650000,0.028748012
131700000,-0.011982074
131750000,-0.08847528
131800000,-0.040740512
131850000,-0.028511147
131900000,-0.23890844
131950000,-0.208546649
132000000,-0.077132757
132050000,-0.054330458
132100000,-0.089023656
132150000,-0.218535113
132200000,-0.187431923
132250000,-0.063439434
132300000,-0.115861944
132350000,-0.174276519
132400000,-0.254245181
132450000,-0.32364638
132500000,-0.191452973
132550000,0.007264654
132600000,-0.030418325
132650000,0.071981221
132700000,-0.087361901
132750000,-0.055138096
132800000,-0.005784845
132850000,0.097669993
132900000,-0.227685075
132950000,-0.095558231
133000000,-0.106727539
133050000,-0.128371669
133100000,-0.37677677
133150000,-0.015365135
133200000,0.034791953
133250000,-0.124686622
133300000,-0.350456422
133350000,-0.202008165
133400000,-0.180256886
133450000,-0.157246851
133500000,-0.141251852
133550000,-0.175463032
133600000,-0.033848659
133650000,0.056141137
133700000,-0.122491247
133750000,-0.271862666
133800000,0.122060296
133850000,-0.11012405
133900000,-0.088598397
133950000,-0.134217306
134000000,-0.142791038
134050000,-0.286124569
134100000,-0.161681165
134150000,-0.033174358
134200000,-0.194533527
134250000,-0.07890505
134300000,-0.098083538
134350000,-0.243438797
134400000,-0.14246772
134450000,-0.471391101
134500000,-0.096518883
134550000,-0.138693629
134600000,-0.191701309
134650000,-0.082123057
134700000,-0.216996326
134750000,-0.3278403
134800000,-0.213956538
134850000,-0.069111211
134900000,-0.209639527
134950000,-0.228796821
135050000,-0.352143156
135086622,-0.025900727
